1000
-984	680
91	-831
900	-148
795	-804
820	-665
157	843
737	342
624	182
708	202
669	582
-213	299
917	850
-315	520
-496	-245
-138	-683
157	578
-131	-178
-41	-387
26	-156
272	-367
937	-424
-959	38
238	-335
708	-190
-229	-406
-119	531
-387	-400
-591	-870
-218	502
-543	717
-92	378
-484	-726
76	-283
-657	810
104	-978
316	-711
224	888
867	-128
-952	564
-665	-21
-770	614
584	-229
114	116
628	477
-32	-778
954	-503
819	-172
-76	391
74	-538
762	-465
460	726
471	-5
-253	-662
63	983
-581	501
-618	-848
541	670
-513	-834
-581	325
810	-243
-127	-483
868	541
-382	249
187	404
-532	624
261	-660
-648	7
-590	-360
28	-789
280	-562
188	-676
140	-854
-220	519
547	-471
-34	695
-287	994
-852	500
-150	-782
-1000	-437
-23	959
976	-437
173	988
-640	637
953	707
-410	609
185	-36
139	-884
-173	-609
546	-927
-3	792
528	783
710	872
428	-65
36	728
-448	-558
-334	-781
331	-664
-702	-823
248	747
-996	-599
-33	-729
623	-687
-73	532
-124	-553
401	126
-681	-240
265	983
-434	794
-382	-357
523	294
-934	-816
596	-44
780	643
-370	-313
605	967
924	731
466	45
-701	-22
-552	148
905	764
147	620
559	-838
375	-975
466	22
-773	456
82	-57
233	806
-982	597
30	962
-711	510
-538	-64
492	-50
-264	-683
741	-700
-8	-836
262	283
308	730
226	207
-467	820
36	186
683	93
421	-983
54	509
177	433
911	352
213	-817
558	-279
908	27
150	-972
536	-914
-154	-464
428	777
66	354
9	154
947	-489
-870	497
496	-175
311	-354
-728	892
-369	-800
875	159
-903	535
-485	-610
-751	845
-51	-656
169	-245
-107	-286
506	-574
816	17
497	-399
-47	-5
686	-759
-410	784
-968	-619
-170	-449
-386	591
292	-927
524	448
-546	9
426	737
-498	-402
542	-743
721	-322
116	75
778	825
959	-68
-730	136
722	-320
849	818
-96	734
-128	300
-522	-372
872	-445
-254	-475
128	100
924	-326
-666	675
587	48
46	150
51	-564
673	285
331	580
-768	-53
-75	780
688	215
100	-706
-934	108
-453	20
180	230
-656	-211
91	969
589	-358
-224	-881
37	420
-733	557
-643	-717
356	521
-376	-208
-16	911
-335	-492
843	-449
-662	136
660	444
-983	-788
-826	-711
-583	-572
-66	-729
368	197
-292	-991
157	344
-616	-11
-908	-326
229	542
-652	551
-415	-575
767	-622
213	860
-443	970
344	-96
-330	-445
-688	-650
-678	-542
-373	462
391	-341
-388	862
415	-219
-95	984
389	379
-788	-799
649	-549
654	276
517	651
769	-74
-717	-87
-864	443
-641	-600
488	770
767	760
882	-116
787	459
98	-771
482	-552
704	-873
277	-138
-948	-343
336	-37
714	-932
834	424
11	287
96	726
86	-310
-103	-309
-887	-183
-385	907
471	467
215	488
264	-843
-409	-872
514	-397
673	327
-861	634
-586	-869
-23	338
350	-185
263	-407
558	-95
892	-40
608	-798
-858	752
694	274
776	513
-74	-706
-325	-805
-407	200
407	552
23	933
-203	533
760	-701
161	-937
421	128
86	-205
766	-69
93	-837
22	-235
818	-453
-973	251
-448	79
710	466
899	853
902	-670
-553	-967
696	-818
-365	56
542	3
-455	-566
-41	271
115	-378
-338	-977
-308	-496
-391	438
-882	-422
-83	389
317	11
-716	-65
630	708
150	-400
-45	-963
-114	836
-364	-127
166	-199
-92	-152
650	-792
-935	369
60	-5
-440	-770
859	-149
-10	306
821	-343
-487	363
123	-539
-303	-14
734	71
-295	37
-792	353
-966	-777
722	-185
286	-603
-198	87
-424	-696
-760	437
439	-790
-237	-44
-565	-131
265	137
-901	353
-669	627
-759	520
94	136
-820	670
407	893
-874	120
142	98
-117	917
248	-784
133	-277
404	-56
712	-154
-390	627
824	82
-751	694
-7	330
-333	-915
3	829
174	-342
648	463
699	168
858	-732
-743	478
-801	969
-876	-537
74	328
105	-902
-617	-355
-838	631
-286	598
865	310
218	-719
561	-639
503	175
-357	230
44	-449
-413	-926
-265	-807
-281	487
117	625
-471	-133
752	-93
545	685
677	-276
242	63
117	740
199	260
65	-593
232	499
-179	-662
-739	-30
841	-676
515	576
737	-216
-986	326
588	-974
-677	113
422	-418
900	-372
-513	773
688	-811
-162	160
-333	-605
-14	20
-817	-158
340	-706
-287	-766
150	-501
-199	-724
368	224
537	636
-162	-793
357	388
-83	758
-363	614
-507	-397
-522	-361
551	-591
-699	-76
656	-615
464	808
-335	239
-958	-274
-187	-372
-979	-556
824	706
-16	375
-930	-778
-971	-262
785	919
-479	-590
397	-344
-477	-658
463	49
-528	520
-294	799
-730	998
-586	117
220	739
-638	-891
-231	950
-795	444
-992	-874
-962	-103
-139	-980
-724	962
-605	997
208	-635
-197	131
332	486
976	-68
-697	387
629	238
155	-904
-872	493
-298	-287
404	-831
-914	99
-816	-824
240	463
-553	-100
-141	497
133	-418
-577	471
615	456
645	473
20	565
404	687
-484	925
775	-72
498	177
191	734
-402	-33
-99	290
433	-282
972	623
-563	74
-539	878
-893	-164
-973	-196
-231	382
-224	376
-265	17
-534	803
-779	-457
235	694
-247	541
-796	941
385	-495
-625	183
441	701
-484	-995
42	557
632	958
400	-466
109	-451
-512	-211
246	226
-458	473
577	-457
426	402
742	785
-969	530
606	552
376	-829
-321	713
-760	989
-17	52
392	-66
-672	-347
-38	-870
415	730
417	-821
853	-761
955	-953
-136	302
983	590
-660	255
-857	-422
611	-96
-403	-365
-277	321
-463	-216
970	219
876	264
-245	837
-460	-323
-737	405
-913	80
112	151
108	196
299	313
463	311
534	257
-378	575
-336	-369
-519	392
969	335
121	517
-926	750
-643	-808
905	-626
-744	309
-834	-529
940	43
-303	331
-738	-161
156	-557
-202	-740
155	577
580	175
-253	502
396	313
-817	-437
461	169
-212	920
-598	-746
940	-344
975	-703
97	-474
-168	311
597	834
-954	-169
560	-956
183	238
-670	-62
99	23
573	117
641	927
910	-335
-215	267
140	597
-696	-596
-61	-481
-414	263
373	-859
-519	838
287	165
448	-576
292	-112
167	-873
441	-190
-214	-938
284	-925
980	-595
859	-96
-926	-35
-53	913
628	790
-40	915
-389	502
-391	258
126	654
45	474
-707	928
570	568
-1	135
777	412
394	506
-725	-586
61	-846
-143	331
171	-780
448	-973
-841	432
554	565
686	168
122	123
-599	-150
733	453
506	-817
910	51
8	-447
599	-444
640	36
-231	-493
749	-570
-412	723
-52	-978
-659	657
-550	926
-576	914
-875	-179
-422	-819
822	543
691	-969
494	519
241	272
-286	283
-669	-641
-989	-493
545	-456
523	122
164	524
-869	-254
270	307
539	-776
-806	843
-353	781
862	-965
379	-762
-190	971
605	-789
94	122
-724	557
297	662
-354	557
-405	251
705	-421
-804	753
654	762
990	84
863	193
-822	359
-292	-748
-891	-672
262	-699
995	95
406	59
-789	-929
741	-995
124	946
-380	920
-387	530
65	-336
620	485
821	-181
-340	720
219	369
356	-438
121	718
92	-700
494	458
-351	-692
513	609
875	-249
510	61
-610	483
-830	-404
-154	496
-49	112
-98	-60
-921	799
-464	106
-486	468
297	-275
-693	-340
-889	544
-211	12
-252	837
-957	804
909	890
-744	477
146	-322
844	-912
-14	-137
893	283
-24	-782
-8	-27
377	927
483	-943
-309	305
-435	650
-558	-533
-852	946
570	171
565	-887
-549	992
-651	282
138	-648
829	-443
-798	-64
-668	277
-679	-806
-459	-455
-442	192
416	-577
-141	-887
-841	-379
224	630
475	486
390	-656
856	916
-547	472
502	-12
240	662
182	899
467	327
-768	139
-666	400
-840	565
404	-136
-472	886
-550	455
374	873
518	-810
-690	534
-902	-457
-38	-671
184	714
70	933
-681	-211
-922	631
-957	-596
462	925
-726	-564
150	622
631	-834
1	152
663	-498
-883	489
-479	72
-319	958
-604	-625
306	736
929	-239
306	-75
-68	975
160	865
-667	-240
299	-992
300	-165
-912	174
-580	736
-340	-121
689	946
29	428
43	-695
-228	782
-507	106
442	-853
233	326
578	-184
-62	437
259	624
-366	-615
969	-323
875	-93
-295	-166
-642	502
-452	786
-24	-270
-486	-552
-711	707
42	-879
981	679
519	574
-878	-919
185	-971
703	-855
-400	76
-116	-383
-698	-707
604	166
10	-558
267	476
-540	-638
71	817
-200	557
759	715
-20	-77
-132	399
-711	-969
70	849
-824	-956
8	-634
169	-467
-697	-955
712	213
-701	-495
854	904
-130	77
228	-105
-987	81
-369	-480
-334	807
-720	-431
-912	-210
-333	838
710	270
567	-467
550	127
30	-859
-480	-235
795	139
-356	-259
966	621
114	890
-783	-931
-290	-401
743	816
-525	546
680	869
-629	990
-750	-572
-52	587
-897	875
-165	-543
548	-364
668	-646
295	-765
-68	546
242	712
719	-936
-248	505
-577	-384
-696	962
-670	780
329	338
549	-849
-352	-152
123	511
539	-768
20	57
582	-443
-792	-468
-395	-663
672	-17
827	544
786	-95
485	412
398	-545
838	529
-849	-258
-506	481
686	-568
667	795
-76	-768
-756	-79
727	-485
974	743
-710	-887
-140	-797
-634	148
283	417
889	682
215	560
-313	127
-753	-299
-89	666
-79	-233
812	-937
-117	-936
-106	-97
129	603
-299	383
441	372
616	-709
-189	540
-766	433
-525	-18
-935	-487
865	448
641	779
-477	49
734	-933
-329	866
-432	-544
-619	-886
999	-589
-29	791
-651	-453
-925	240
-579	-902
-348	551
797	883
-245	-72
749	-353
594	140
545	455
-443	-211
987	-377
-331	511
-675	587
958	-395
-363	-790
30	-416
-526	175
-337	685
290	-943
492	103
-736	-422
-966	-436
-458	592
-883	-608
986	-986
-533	-54
381	-827
693	-892
944	672
905	-714
590	929
-446	469
300	-866
381	841
688	-630
633	-26
-713	-310
718	748
605	573
-26	-626
501	960
-383	-808
-101	449
-132	-767
334	-907
-385	804
79	94
-312	-988
337	377
458	169
267	-871
763	-835
873	101
957	861
491	610
-5	707
-242	-702
-35	687
-508	394
-718	-888
431	-931
882	-31
-40	361
885	587
467	-609
878	-706
-297	-20
564	680
-842	-680
915	-860
49	-338
-761	-424
-138	907
-709	-483
13	381
-692	878
449	931
-469	-37
649	32
429	358
-15	817
710	296
-675	287
-596	814
