100000
-11182	-66936
-65319	-19875
-23846	15859
-68707	6844
27088	-4094
-48292	-94482
30514	-19487
-60550	-16960
64741	96409
88724	-33390
-79437	40531
-48658	9471
-40309	8955
49401	-6015
55443	-29198
-94808	-32355
-89825	-40615
24245	-88730
59285	-87769
-13327	49228
40752	-18102
-37600	-67024
73088	-15480
88985	58050
32966	-72088
-32164	-67926
85521	2248
81735	-92765
-12582	-43526
29636	-91929
-44618	98810
68627	-14067
-48153	-91635
-24030	86277
-49860	1512
-29693	-11102
93919	60593
-89786	66508
62946	-25537
682	-25429
54862	5406
-13888	86842
-41456	11851
29312	46015
30533	-64051
-25991	64241
3148	95908
60843	6952
34891	627
-17702	-96423
-24339	9544
5078	92013
-93589	11152
-20644	-9808
-30067	39764
40749	2138
-89032	-70770
-55107	-75985
15771	-73415
-19649	95595
-40002	-64497
-96158	96595
35417	49498
29326	-30063
27854	38801
29637	-26338
-7044	48143
40555	70250
-83130	16773
-40198	36042
-24080	31807
95370	9559
12130	86087
1295	-88036
89321	-49131
-35374	53122
-59615	-44038
80376	68858
-66232	-36001
-46910	-72364
-73346	14892
45101	-46610
79869	-5788
-13847	42533
-92237	52131
-42957	-97127
90234	-89461
-94808	30457
-78617	95751
-94780	-21597
-74358	-52257
16245	97698
10931	-17031
-15971	-30089
19708	78013
-84723	9828
56535	23848
40925	-36143
-16596	-25343
6184	-51869
-26840	46672
2355	12298
-56339	-26482
62308	63840
-5508	21289
91144	60930
-3601	8813
-12215	-91046
-64910	77119
-15566	93278
46377	-69070
-21105	-98366
-21174	-5109
-55496	26898
-29273	-8598
23873	20872
-19306	-32441
65666	42333
914	-73690
-25438	5588
-31541	-59989
-39001	-53322
2729	-58414
-27599	81140
29205	-25484
3896	-9424
36009	-77380
-17429	79758
28192	22957
-64742	88150
59633	-69221
-30472	-81091
-88906	94154
-57422	-87903
2671	-83149
47349	69785
-88059	-93370
-26089	-92484
-71756	36792
-45742	14098
83991	-13030
95844	47421
-92356	76674
76931	-9561
-38131	-55095
-8055	-45743
24633	41655
96845	66370
62947	-1882
56044	-7465
-95140	-92526
49370	-99638
32404	-15358
-75095	19504
-91881	-84260
-45300	-47714
19493	-80105
41160	35003
81616	-51303
-37607	-13997
85519	-2630
14331	56779
171	-5890
76536	-35581
-37204	-78347
-10444	-25499
70810	97367
55684	22653
84289	-47542
8690	-67981
63060	81918
-7808	-3307
35773	3850
-5788	-61567
89988	-62685
-35453	-39325
26408	-89903
90151	64511
91838	-14606
36157	-66098
-45536	13858
3061	-9441
-71096	86827
25402	-88190
-83140	-17932
82471	15267
6311	27500
70315	-839
30163	-16260
-52226	-94522
-50892	-33240
-66550	-79112
96737	-36667
32582	-84266
67372	75319
-17553	26880
-99333	-56596
47464	-47357
20226	68264
46894	6037
96787	-50952
24118	14315
65673	65683
90464	-82462
92406	79792
6659	9979
94026	-61378
26521	8661
-32768	-76213
96433	-13835
-6494	38634
-50444	51505
24836	-43301
-28078	-28248
-53587	31580
-40355	-57354
-64781	-81468
-53316	88792
-17078	-71829
94932	52535
-16630	-5997
-96977	-50214
-52130	52527
31427	-48809
-91759	-86476
37975	-77260
-16591	-19527
81538	-66492
-58133	-60481
-30370	4719
-48492	93753
80419	-34611
34851	13545
-74059	-2622
-95657	8464
49067	62085
-41343	60496
81204	-29242
18585	61358
-62022	20804
-28895	-20545
51915	-98780
44299	-77656
-97224	26536
-52734	35481
-31985	44579
-69447	68497
78016	-42865
-69211	-47985
65138	97850
53208	-21166
22103	10093
-29792	-24115
53762	43487
16960	54783
46318	-94098
-51002	80616
-67485	84858
-47809	-41199
-82266	17596
-86519	25215
14552	45094
2918	-87053
21352	61996
-40588	3479
-94613	-84564
-72647	25359
62245	-31394
-68557	-43426
-15291	-84488
10701	-48754
19949	-5866
87738	58306
-8745	-1794
86270	32249
19691	96465
-13125	30942
-42715	73704
70511	-36367
26055	33835
95263	5298
-61841	-97266
-47950	-53612
44654	89441
-6841	-45645
-80523	-63415
-7433	-56302
-33155	20293
-176	-15971
-98427	79321
16045	68112
84411	-94363
-54993	47513
-18430	39609
-2310	24797
79336	-58798
-69513	-51505
25261	-93013
3158	-63221
-37001	68843
-12058	85999
-69312	-14571
-75287	93979
37662	61982
14151	-15521
-6770	-62144
71023	-5730
-71710	-27366
-84116	29662
-25295	-98176
-31440	94439
13004	50754
85303	-52698
91921	-54437
-85189	-60128
42199	6078
-33336	-4598
49871	33095
76029	-11702
6819	68760
1966	90565
91122	54089
34339	42468
-6453	-21858
-41578	-29199
79831	44829
-54442	-48273
-76139	38675
30193	4917
5243	12218
-18733	-32060
58991	-64582
52287	-61847
-60549	34510
-28181	74775
77967	-21264
62496	-48969
-96411	20975
23222	82234
16393	-4398
-27431	-96259
17776	88605
83929	58983
-2043	12739
96164	-99874
8513	24362
-2508	-73269
-45027	86736
-85361	69634
55615	-28314
-94480	-83209
13444	-35020
14534	-87446
-20160	-36725
-13274	60584
88531	-59198
-27137	-42077
84063	65956
90927	25265
-73282	-32579
-55840	5652
68856	-48667
17946	-31119
-4623	62897
48129	77685
59211	-68942
-58804	-45847
-22010	-95047
70280	-15236
-84836	55981
-66633	-5073
-6880	-69852
18768	53132
71430	-96834
-40106	-76602
69336	20858
74123	-72814
6984	-73639
-65831	9712
975	71856
-74181	52112
85507	-7418
27932	-72567
-27131	-33339
33580	59132
-79766	-10697
14575	-52724
-58136	-25374
77684	-61888
-50697	-83297
26658	67570
-99522	67863
-27834	-83248
57839	-75990
-92217	-2121
91654	-1265
-63039	64904
82118	10803
23593	42687
-38745	54768
51154	33317
15645	20293
26665	74304
-28129	-46471
15425	15990
38194	95979
97056	46972
-43691	-17745
82620	-16506
85323	-86145
15823	-96549
-29015	-11412
65456	59469
69781	61266
-58499	-90561
62258	781
18457	-96735
-48259	-68432
-76008	62997
77235	27288
-18934	44071
31463	-59158
-34337	20177
-4995	-11627
-36494	-40711
44058	-24910
12138	13523
84139	34413
-36406	-12405
-28376	95146
49831	34100
10101	96339
-62912	-17453
48652	39485
97830	-529
81235	89417
69607	28468
11648	-79491
44156	59457
21617	5949
93251	74691
98736	-46556
-44496	-59788
68089	72895
10199	45783
30291	-9735
